Agency,Platform,Url,Date Sampled,Likes/Followers/Visits/Downloads
DOH,Twitter,http://twitter.com/nycHealthy,2012-08-02,10214
EDC,Twitter,http://twitter.com/nycedc,2012-08-02,8855
MOME,Twitter,http://www.twitter.com/nyc_media,2012-08-02,8326
NYCHA,Twitter,http://twitter.com/NYCHA,2012-08-02,4421
DOB,Twitter,http://twitter.com/nyc_buildings,2012-08-02,4464
TLC,Twitter,http://twitter.com/NYCTaxi,2012-08-02,3796
NYCService,Twitter,http://twitter.com/nycservice,2012-08-02,3672
DYCD,Twitter,http://twitter.com/nycyouth,2012-08-02,3308
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-08-02,3870
DOITT,Twitter,http://twitter.com/nycdoitt,2012-08-02,3623
DEP,Twitter,http://twitter.com/nycwater,2012-08-02,3769
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-08-02,3023
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-08-02,2293
HHC,Twitter,http://twitter.com/HHCnyc,2012-08-02,3045
CAU,Twitter,www.twitter.com/mayorscau,2012-08-02,2094
DOE,Twitter,http://twitter.com/iteachnyc,2012-08-02,1584
DCA,Twitter,http://twitter.com/nycdca,2012-08-02,2412
DOI,Twitter,http://twitter.com/DOINews,2012-08-02,1998
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-08-02,1791
MOME,Twitter,http://www.twitter.com/madeinny,2012-08-02,2862
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-08-02,1617
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-08-02,897
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-08-02,823
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-08-02,927
DOE,Twitter,http://twitter.com/nyctf,2012-08-02,835
DOB,Twitter,http://twitter.com/nycCoolRoofs,2012-08-02,992
EDC,Twitter,http://twitter.com/AppSciNYC,2012-08-02,1452
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-08-02,862
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-08-02,746
DOE,Twitter,http://twitter.com/TheFundforPS,2012-08-02,454
DFTA,Twitter,http://twitter.com/NYCaging,2012-08-02,751
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-08-02,751
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-08-02,2298
HRA,Twitter,http://twitter.com/nychra,2012-08-02,745
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-08-02,287
LMEC,Twitter,http://twitter.com/nyclmew,2012-08-02,400
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-08-02,376
OEM,Twitter,http://twitter.com/NYCOEM,2012-08-02,9
DOE,Twitter,http://twitter.com/alumny,2012-08-02,173
City Store,Twitter,http://twitter.com/citystorenyc,2012-08-02,311
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-08-02,522
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-08-02,34
OEM,Tumblr,http://oempublicprivate.tumblr.com/,2012-08-02,2
OMB,Tumblr,http://nycarra.tumblr.com,2012-08-02,3205
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,2012-08-02,22
OEM,Tumblr,http://nyccert.tumblr.com/,2012-08-02,22
NYC Gov,Tumblr,nycgov.tumblr.com,2012-08-02,14337
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-08-02,337
NYC Digital,Tumblr,madeinny.tumblr.com,2012-08-02,81
NYC & Co,Tumblr,nycgo.tumblr.com,2012-08-02,1061
EDC,Tumblr,http://nycedc.tumblr.com/,2012-08-02,18480
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-08-02,3668
DOH,Tumblr,http://nychealth.tumblr.com/,2012-08-02,54
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-08-02,10993
FDNY,Pinterest,http://pinterest.com/fdnyhome/,2012-08-02,36
DOH,Pinterest,http://pinterest.com/nychealth,2012-08-02,2
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-08-02,152
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-08-02,619
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2012-08-02,2181
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2012-08-02,156
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2012-08-02,113
LPC,Twitter,https://twitter.com/NYCLPC,2012-08-02,631
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2012-08-02,4565
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2012-08-02,985
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-08-02,21397
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-08-02,2203
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-08-02,277
MOME,iTunes,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-08-02,350
MOME,iTunes,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-08-02,2441
Mayor's Office,iTunes,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-08-02,5641
DSNY,iTunes,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-08-02,804
DSNY,iTunes,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-08-02,869
DOH,iTunes,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-08-02,28000
311,iTunes,http://itunes.apple.com/us/app/nyc-311/id324897619?mt=8,2012-08-02,25736
DOH,iTunes,http://itunes.apple.com/us/app/abceats/id502867547?mt=8,2012-08-02,10336
Mayor's Office,Instagram,http://web.stagram.com/n/nycmayorsoffice,2012-08-02,5995
NYCHA,Foursquare,https://foursquare.com/nycha,2012-08-02,55
NYC Gov,Foursquare,https://foursquare.com/nycgov,2012-08-02,11256
NYC Gov,Foursquare,http://foursquare.com/nycgov,2012-08-02,26102
Materials for the Arts,Foursquare,https://foursquare.com/mftanyc,2012-08-02,11
FDNY,Foursquare,https://foursquare.com/fdny,2012-08-02,430
EDC,Foursquare,https://foursquare.com/user/3045331,2012-08-02,19
DPR,Foursquare,https://foursquare.com/nycparks,2012-08-02,15469
DOT,Foursquare,http://foursquare.com/user/7474166,2012-08-02,4
DOH,Foursquare,https://foursquare.com/nychealthy,2012-08-02,0
GreeNYC,Foursquare,http://foursquare.com/birdie_nyc,2012-08-02,87
LMEC,Flickr,http://www.facebook.com/pages/New-York-NY/Latin-Media-and-Entertainment-Week/122259604487271,2012-08-02,342
DRIS,Facebook,http://www.facebook.com/MayorFiorelloLaGuardiaNYCRecords,2012-08-02,35
DRIS,Facebook,http://www.facebook.com/MayorJohnLindsayNYCRecords,2012-08-02,33
DRIS,Facebook,http://www.facebook.com/MayorEdKochNYCRecords,2012-08-02,45
DRIS,Facebook,http://www.facebook.com/NycDeptOfRecords,2012-08-02,22
NYPD,Facebook,https://www.facebook.com/NYPD,2012-08-02,64524
NYCCFB,Facebook,http://www.facebook.com/nycvotes,2012-08-02,174
NYC Gov,Facebook,http://www.facebook.com/nycgov,2012-08-02,28667
MOME,Facebook,http://www.facebook.com/NYCMINY,2012-08-02,2233
MOIA,Facebook,http://www.facebook.com/pages/WE-ARE-NEW-YORK/174438697072,2012-08-02,2005
MOAE,Facebook,http://www.facebook.com/pages/You-Can-Too/203525729692056,2012-08-02,116
Materials for the Arts,Facebook,https://www.facebook.com/mftanyc,2012-08-02,3098
LPC,Facebook,http://www.facebook.com/pages/NYC-Landmarks-Preservation-Commission/133261836703216,2012-08-02,236
HPD/Commission on Human Rights,Facebook,http://www.facebook.com/FairHousingNyc,2012-08-02,78
HDP,Facebook,http://www.facebook.com/pages/NYC-HPD-POE/128962093860639,2012-08-02,800
DSNY,Facebook,http://www.facebook.com/pages/NYC-Recycle-More-Waste-Less/152173854860863,2012-08-02,246
DOB,Facebook,http://www.facebook.com/NYCBuildings,2012-08-02,1215
Commission on Human Rights,Facebook,http://www.facebook.com/NYCCommissionOnHumanRights,2012-08-02,118
CCRB,Facebook,https://www.facebook.com/home.php#!/pages/NYC-Civilian-Complaint-Review-Board/152765208087880,2012-08-02,20
FDNY,Facebook,http://www.facebook.com/FDNYhome,2012-08-02,88501
NYC & Co,Facebook,http://www.facebook.com/nycgo,2012-08-02,47306
DOH,Facebook,http://www.facebook.com/NYCcondom,2012-08-02,18940
DOE,Facebook,http://www.facebook.com/NYCschools,2012-08-02,22141
OEM,Facebook,http://www.facebook.com/nycemergencymanagement,2012-08-02,14637
DPR,Facebook,http://www.facebook.com/nycparks,2012-08-02,17286
DOE,Facebook,http://www.facebook.com/fundforpublicschools,2012-08-02,8357
DOE,Facebook,http://www.facebook.com/pages/I-TEACH-NYC/11409913191,2012-08-02,7872
DOH,Facebook,http://www.facebook.com/nycquits,2012-08-02,9962
NYC Mayors Cup,Facebook,https://www.facebook.com/nycmayorscup,2012-08-02,12484
NYCService,Facebook,http://www.facebook.com/nycservice,2012-08-02,5894
DOE,Facebook,http://www.facebook.com/NYCTeachingFellows,2012-08-02,5634
NYC & Co,Facebook,http://www.facebook.com/nycgo.br,2012-08-02,5811
DOH,Facebook,http://www.facebook.com/EatingHealthyNYC,2012-08-02,39816
DYCD,Facebook,http://www.facebook.com/nycyouth,2012-08-02,5066
EDC,Facebook,http://www.facebook.com/AppSciNYC,2012-08-02,3956
DOT,Facebook,http://www.facebook.com/NYCDOT,2012-08-02,4220
SBS,Facebook,http://www.facebook.com/nycworkforce1,2012-08-02,5390
EDC,Facebook,http://www.facebook.com/NYCEDC,2012-08-02,3727
MOME,Facebook,https://www.facebook.com/NYCMedia,2012-08-02,3286
DEP,Facebook,http://www.facebook.com/nycwater,2012-08-02,2809
DOE,Facebook,http://www.facebook.com/nycgrads,2012-08-02,1820
DOH,Facebook,http://www.facebook.com/NYCKnows,2012-08-02,1822
311,Facebook,http://www.facebook.com/pages/New-York-City-311/84372567650,2012-08-02,1619
GreeNYC,Facebook,https://www.facebook.com/birdienyc,2012-08-02,1575
MOME,Facebook,http://www.facebook.com/nycmedia.jobhunt,2012-08-02,1240
NYC & Co,Facebook,http://www.facebook.com/nycgo.es,2012-08-02,2505
DOT,Facebook,http://www.facebook.com/YouTheManNYC,2012-08-02,1100
FUND,Facebook,http://www.facebook.com/mayorsfundtoadvancenyc,2012-08-02,1033
SBS,Facebook,http://www.facebook.com/NYCBusiness,2012-08-02,1261
Culture,Facebook,https://www.facebook.com/piypnyc,2012-08-02,1039
NYC & Co,Facebook,http://www.facebook.com/nycgo.it,2012-08-02,1734
NYC & Co,Facebook,http://www.facebook.com/nycgo.uk,2012-08-02,1157
NYCHA,Facebook,http://www.facebook.com/NYCHA,2012-08-02,1166
NYC & Co,Facebook,http://www.facebook.com/nycgo.ca,2012-08-02,527
NYC & Co,Facebook,http://www.facebook.com/nycgo.au,2012-08-02,572
DCA,Facebook,http://www.facebook.com/NYCDCA,2012-08-02,628
ACS,Facebook,http://www.facebook.com/FamilyConnectionsNYC,2012-08-02,500
SICB1,Facebook,https://www.facebook.com/CB1SI,2012-08-02,370
NYC & Co,Facebook,http://www.facebook.com/nycgo.fr,2012-08-02,887
NYC & Co,Facebook,http://www.facebook.com/nycgo.de,2012-08-02,599
DHS,Facebook,http://www.facebook.com/pages/New-York-NY/HOPE-2011/157690657606772,2012-08-02,305
Veteran's Affairs,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Veterans-Affairs/128003537214726,2012-08-02,464
City Charter,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-Charter-Revision-Commission/110528715643388,2012-08-02,290
DOITT,Facebook,http://www.facebook.com/pages/New-York-NY/NYC-INFORMATION-TECHNOLOGY-TELECOMMUNICATIONS/104786059565184,2012-08-02,441
CAU,Facebook,http://www.facebook.com/NYCMayorsCAU,2012-08-02,456
MOIA,Facebook,http://www.facebook.com/pages/NYC-Mayors-Office-of-Immigrant-Affairs/118622031512497,2012-08-02,455
NYC & Co,Facebook,http://www.facebook.com/nycgo.nl,2012-08-02,394
DOB,Facebook,http://www.facebook.com/coolroofs?sk=wall,2012-08-02,481
DFTA,Facebook,http://www.facebook.com/timebanksnyc,2012-08-02,318
MOPD,Facebook,http://www.facebook.com/profile.php?id=1570569347,2012-08-02,303
HRA,Facebook,http://www.facebook.com/#!/pages/New-York-NY/NYC-DADS/111504588886342,2012-08-02,366
DOT,Facebook,http://www.facebook.com/JanetteSadikKhan,2012-08-02,382
DOB,Facebook,http://www.facebook.com/NYCurbancanvas,2012-08-02,292
MOPD,Facebook,http://www.facebook.com/pages/New-York-City-Mayors-Office-for-People-with-Disabilities/145237285504681?sk=wall,2012-08-02,395
HIA,Facebook,http://www.facebook.com/pages/New-York-City-Health-Insurance-Link/145920551598,2012-08-02,275
OCDV,Facebook,http://www.facebook.com/pages/NYC-Healthy-Relationship-Training-Academy/134637829901065,2012-08-02,332
City Store,Facebook,http://www.facebook.com/citystorenyc,2012-08-02,280
MOIA,Facebook,http://www.facebook.com/ihwnyc,2012-08-02,360
energyNYC,Facebook,http://www.facebook.com/EnergyNYC?sk=wall,2012-08-02,280
DFTA,Facebook,http://www.facebook.com/pages/NYC-Department-for-the-Aging/109028655823590,2012-08-02,228
PlaNYC,Facebook,http://www.facebook.com/pages/New-York-NY/PlaNYC/160454173971169?ref=ts,2012-08-02,234
VAC,Facebook,https://www.facebook.com/pages/NYC-Voter-Assistance-Commission/110226709012110,2012-08-02,137
ENDHT,Facebook,http://www.facebook.com/pages/NYC-Lets-End-Human-Trafficking/125730490795659?sk=wall,2012-08-02,14
HHC,Facebook,http://www.facebook.com/nychhc,2012-08-02,1241
DHS,Twitter,www.twitter.com/nycdhs,2012-08-02,431
NYC Water,YouTube,http://www.youtube.com/nycwater,2012-07-05,17
Veteran's Affairs,YouTube,http://www.youtube.com/channel/UCi6IvOszIb3hHPMUsaNKyXA,2012-07-05,0
TLC,Facebook,http://www.facebook.com/pages/NYC-Taxi-and-Limousine-Commission/101679939900978?v=wall,2012-07-05,786
DOC,YouTube,http://www.youtube.com/user/OFFICIALNYCDOC,2012-07-05,0
DCA,YouTube,http://www.youtube.com/nycdca,2012-07-05,21
Child Services,YouTube,http://www.youtube.com/user/childservices,2012-07-05,7
FDNY,YouTube,http://www.youtube.com/user/yourFDNY,2012-07-05,1447
DOH,YouTube,http://www.youtube.com/NYCHealth,2012-07-05,149
NYPD,YouTube,http://www.youtube.com/nypd,2012-07-05,3070
Mayor's Office,YouTube,http://www.youtube.com/mayorbloomberg,2012-07-05,684
DOT,YouTube,http://www.youtube.com/NYCDOT,2012-07-05,331
DPR,YouTube,http://www.youtube.com/user/NYCParksDepartment,2012-07-05,260
MOME,YouTube,http://www.youtube.com/nycmedia25,2012-07-05,187
EDC,YouTube,http://www.youtube.com/NYCEDC,2012-07-05,135
DOB,YouTube,http://www.youtube.com/NYCBUILDINGS,2012-07-05,87
OEM,YouTube,http://www.youtube.com/nycoem,2012-07-05,74
DYCD,YouTube,http://www.youtube.com/dycdnyc,2012-07-05,55
DOE,YouTube,http://www.youtube.com/nycschools,2012-07-05,44
HHC,YouTube,http://www.youtube.com/HHCnyc,2012-07-05,43
NYCHA,YouTube,http://www.youtube.com/NYCHAHousing,2012-07-05,35
HRA,YouTube,http://www.youtube.com/user/HRANYC,2012-07-05,31
GreeNYC,YouTube,http://www.youtube.com/BirdieNYCity,2012-07-05,15
DOITT,YouTube,http://www.youtube.com/doittnews,2012-07-05,30
Probation,YouTube,http://www.youtube.com/NYCProbation,2012-07-05,9
LMEC,YouTube,http://www.youtube.com/user/NYCLMEW,2012-07-05,6
DOH,YouTube,http://www.youtube.com/user/NYCcondoms,2012-07-05,0
DOE,YouTube,http://www.youtube.com/thefundforps,2012-07-05,1
Materials for the Arts,WordPress,http://mfta.wordpress.com/,2012-07-05,4647
Veteran's Affairs,Twitter,http://twitter.com/NYCVeterans,2012-07-05,331
Prob,Twitter,www.twitter.com/nycprobation,2012-07-05,218
NYCGLOBAL,Twitter,www.twitter.com/nycglobal,2012-07-05,168
NYCCFB,Twitter,http://twitter.com/NYCVotes,2012-07-05,294
NYC Waterfront,Twitter,http://twitter.com/nycwaterfront,2012-07-05,250
NYC Digital,Twitter,https://twitter.com/nycgob,2012-07-05,240
MOAE,Twitter,http://twitter.com/youcantoonyc,2012-07-05,42
Materials for the Arts,Twitter,https://twitter.com/mftanyc,2012-07-05,2132
FDNY,Twitter,https://twitter.com/joinFDNY,2012-07-05,1620
DSNY,Twitter,www.twitter.com/nycrecycles,2012-07-05,68
DOHMH,Twitter,https://twitter.com/DrFarleyDOHMH,2012-07-05,388
DOF,Twitter,https://twitter.com/nycfinance,2012-07-05,883
DHS,Twitter,www.twitter.com/nycdhs,2012-07-05,418
Change By Us,Twitter,www.twitter.com/ChangebyUs_NYC,2012-07-05,1293
Mayor's Office,Twitter,http://www.twitter.com/nycmayorsoffice,2012-07-05,68051
NYC & Co,Twitter,http://twitter.com/nycgo,2012-07-05,59402
OEM,Twitter,http://twitter.com/NotifyNYC,2012-07-05,40601
311,Twitter,http://www.twitter.com/311NYC,2012-07-05,29922
NYPD,Twitter,http://twitter.com/NYPDnews,2012-07-05,36805
DPR,Twitter,http://twitter.com/NYCParks,2012-07-05,24496
DOE,Twitter,http://twitter.com/NYCSchools,2012-07-05,24145
FDNY,Twitter,http://www.twitter.com/FDNY,2012-07-05,30826
DOT,Twitter,http://twitter.com/NYC_DOT,2012-07-05,16525
311,Twitter,http://www.twitter.com/NYCASP,2012-07-05,11045
NYC Digital,Twitter,http://twitter.com/nycgov,2012-07-05,27896
DOH,Twitter,http://twitter.com/nycHealthy,2012-07-05,9800
EDC,Twitter,http://twitter.com/nycedc,2012-07-05,8497
MOME,Twitter,http://www.twitter.com/nyc_media,2012-07-05,8086
NYCHA,Twitter,http://twitter.com/NYCHA,2012-07-05,4327
DOB,Twitter,http://twitter.com/nyc_buildings,2012-07-05,4304
TLC,Twitter,http://twitter.com/NYCTaxi,2012-07-05,3661
NYCService,Twitter,http://twitter.com/nycservice,2012-07-05,3560
DYCD,Twitter,http://twitter.com/nycyouth,2012-07-05,3214
PlaNYC,Twitter,http://twitter.com/PlaNYC,2012-07-05,3740
DOITT,Twitter,http://twitter.com/nycdoitt,2012-07-05,3525
DEP,Twitter,http://twitter.com/nycwater,2012-07-05,3631
SBS,Twitter,http://www.twitter.com/NYCBusinessExp,2012-07-05,2965
MOIA,Twitter,https://twitter.com/NYCimmigrants,2012-07-05,2226
HHC,Twitter,http://twitter.com/HHCnyc,2012-07-05,2963
CAU,Twitter,www.twitter.com/mayorscau,2012-07-05,2043
DOE,Twitter,http://twitter.com/iteachnyc,2012-07-05,1562
DCA,Twitter,http://twitter.com/nycdca,2012-07-05,2314
DOI,Twitter,http://twitter.com/DOINews,2012-07-05,1941
GreeNYC,Twitter,http://www.twitter.com/Birdie_NYC,2012-07-05,1720
MOME,Twitter,http://www.twitter.com/madeinny,2012-07-05,2648
SBS,Twitter,http://www.twitter.com/NYCBusSolutions,2012-07-05,1552
DFTA,Twitter,http://www.twitter.com/timebanksnyc,2012-07-05,880
City Charter,Twitter,http://twitter.com/CityCharterNYC,2012-07-05,805
DOT,Twitter,http://www.Twitter.com/YouTheManNYC,2012-07-05,935
DOE,Twitter,http://twitter.com/nyctf,2012-07-05,807
DOB,Twitter,http://twitter.com/nycCoolRoofs,2012-07-05,955
EDC,Twitter,http://twitter.com/AppSciNYC,2012-07-05,1380
NYCCFB,Twitter,http://twitter.com/NYCCFB,2012-07-05,734
MOPD,Twitter,http://twitter.com/nyc_mopd,2012-07-05,712
DFTA,Twitter,http://twitter.com/NYCaging,2012-07-05,731
energyNYC,Twitter,http://twitter.com/energy_nyc,2012-07-05,698
NYC Digital,Twitter,http://twitter.com/nycdigital,2012-07-05,2175
HRA,Twitter,http://twitter.com/nychra,2012-07-05,707
DPR,Twitter,http://www.twitter.com/Pearl_Squirrel,2012-07-05,280
LMEC,Twitter,http://twitter.com/nyclmew,2012-07-05,391
NYC & Co,Twitter,http://twitter.com/nycgoshop,2012-07-05,370
OEM,Twitter,http://twitter.com/NYCOEM,2012-07-05,5
DOE,Twitter,http://twitter.com/alumny,2012-07-05,169
LPC,Twitter,https://twitter.com/NYCLPC,2012-07-05,595
City Store,Twitter,http://twitter.com/citystorenyc,2012-07-05,287
SBS,Twitter,https://twitter.com/NYCWorkforce1,2012-07-05,492
NYCDCAS,Twitter,http://twitter.com/NYCDCAS,2012-07-05,31
OEM,Tumblr,http://oempublicprivate.tumblr.com/,2012-07-05,2
OMB,Tumblr,http://nycarra.tumblr.com,2012-07-05,3205
OEM,Tumblr,http://nyccitizencorpscouncil.tumblr.com/,2012-07-05,22
OEM,Tumblr,http://nyccert.tumblr.com/,2012-07-05,22
NYC Gov,Tumblr,nycgov.tumblr.com,2012-07-05,11496
NYC Digital,Tumblr,http://nycopendata.tumblr.com,2012-07-05,337
NYC & Co,Tumblr,nycgo.tumblr.com,2012-07-05,1061
EDC,Tumblr,http://nycedc.tumblr.com/,2012-07-05,18480
DOT,Tumblr,http://thedailypothole.tumblr.com,2012-07-05,3668
DOH,Tumblr,http://nychealth.tumblr.com/,2012-07-05,54
NYC Digital,Tumblr,http://nycdigital.tumblr.com,2012-07-05,8774
SBS,Linked-In,http://www.linkedin.com/company/small-business-services,2012-07-05,146
SBS,Linked-In,http://www.linkedin.com/company/workforce1,2012-07-05,549
DOHMH,Linked-In,http://www.linkedin.com/company/245926?trk=tyah,2012-07-05,2101
DOF,Linked-In,http://www.linkedin.com/company/298308?trk=tyah,2012-07-05,155
Dept of Consumer Affairs,Linked-In,http://www.linkedin.com/company/831694?trk=tyah,2012-07-05,103
All,Linked-In,http://www.linkedin.com/company/2904?trk=tyah,2012-07-05,4480
ACS,Linked-In,http://www.linkedin.com/companies/260392/City+of+New+York%2C+Administration+for+Children%27s+Services?trk=ncsrch_hits&goback=%2Efcs_GLHD_city+of+new+york_false_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2_*2,2012-07-05,960
DOE,Linked-In,http://www.linkedin.com/company/nyc-department-of-education,2012-07-05,20835
DOE,Linked-In,http://www.linkedin.com/company/nyc-teaching-fellows,2012-07-05,2150
DOE,Linked-In,http://www.linkedin.com/groups?gid=1545057&home=,2012-07-05,279
MOME,iTunes,http://itunes.apple.com/us/app/miny-discount-vendors/id372448233?mt=8,2012-07-05,350
MOME,iTunes,http://itunes.apple.com/us/app/nyc-media-app/id433177943?mt=8,2012-07-05,2441
Mayor's Office,iTunes,http://itunes.apple.com/us/app/nyc-city-hall/id375398827?mt=8,2012-07-05,5641
DSNY,iTunes,http://itunes.apple.com/us/app/stuff-ex/id445438603?ls=1&mt=8,2012-07-05,804
DSNY,iTunes,http://itunes.apple.com/us/app/nycrecycles/id445457149?ls=1&mt=8,2012-07-05,869
DOH,iTunes,http://itunes.apple.com/app/nyc-condom-finder-by-nyc-health/id418902795,2012-07-05,28000
